event_id,threat_type,severity,risk_score,current_status,predicted_next_status
2835,Path Traversal,Low,23,Verified,Exploitable
2836,Misconfiguration,Low,70,Verified,Exploitable
2837,XSS,Low,17,Fixed,Fixed
2838,IDOR,Critical,1,Discovered,Verified
2839,IDOR,Low,37,Discovered,Verified
2840,Misconfiguration,Critical,29,Discovered,Verified
2841,RCE,Critical,5,Exploitable,Exploitable
2842,Path Traversal,Medium,92,Fixed,Fixed
2843,Path Traversal,Critical,49,Verified,Exploitable
2844,XSS,Critical,2,Discovered,Discovered
2845,SQL Injection,Medium,97,Verified,Exploitable
2846,CSRF,Medium,38,Exploitable,Exploitable
2847,Misconfiguration,High,43,Discovered,Discovered
2848,RCE,Critical,8,Exploitable,Exploitable
2849,Misconfiguration,Critical,6,Fixed,Fixed
2850,Path Traversal,High,36,Discovered,Exploitable
2851,Misconfiguration,Critical,82,Verified,Exploitable
2852,SQL Injection,Critical,60,Discovered,Exploitable
2853,Open Redirect,Medium,83,Verified,Exploitable
2854,RCE,Critical,27,Exploitable,Verified
2855,CSRF,High,89,Discovered,Discovered
2856,XSS,Medium,79,Verified,Verified
2857,SQL Injection,Critical,50,Discovered,Verified
2858,CSRF,Critical,46,Verified,Verified
2859,CSRF,Critical,37,Discovered,Verified
2860,IDOR,Medium,23,Fixed,Fixed
2861,SQL Injection,High,70,Fixed,Fixed
2862,RCE,Medium,26,Exploitable,Fixed
2863,Misconfiguration,High,8,Fixed,Fixed
2864,Path Traversal,Critical,95,Discovered,Verified
2865,Path Traversal,Low,55,Exploitable,Exploitable
2866,Open Redirect,Medium,44,Exploitable,Exploitable
2867,Open Redirect,High,10,Fixed,Fixed
2868,IDOR,Critical,47,Exploitable,Fixed
2869,XSS,Low,62,Fixed,Fixed
2870,Misconfiguration,Critical,74,Verified,Verified
2871,XSS,Medium,31,Exploitable,Verified
2872,RCE,High,74,Discovered,Verified
2873,Open Redirect,High,37,Exploitable,Fixed
2874,CSRF,Medium,9,Discovered,Verified
2875,SQL Injection,High,75,Exploitable,Exploitable
2876,IDOR,Medium,51,Verified,Exploitable
2877,Open Redirect,Critical,51,Exploitable,Exploitable
2878,RCE,Medium,80,Fixed,Fixed
2879,Path Traversal,Low,14,Discovered,Verified
2880,Path Traversal,Critical,90,Discovered,Verified
2881,CSRF,High,52,Fixed,Fixed
2882,RCE,Critical,42,Exploitable,Verified
2883,RCE,Critical,60,Verified,Fixed
2884,Path Traversal,Low,28,Exploitable,Exploitable
2885,Path Traversal,Medium,49,Discovered,Verified
2886,Open Redirect,Critical,91,Exploitable,Exploitable
2887,XSS,High,35,Exploitable,Exploitable
2888,Misconfiguration,High,13,Verified,Exploitable
2889,Misconfiguration,Medium,22,Verified,Verified
2890,XSS,Critical,56,Exploitable,Exploitable
2891,RCE,Low,74,Discovered,Fixed
2892,Misconfiguration,Low,60,Exploitable,Exploitable
2893,CSRF,Low,43,Exploitable,Exploitable
2894,SQL Injection,Low,97,Fixed,Fixed
2895,IDOR,Medium,29,Verified,Fixed
2896,CSRF,Medium,71,Exploitable,Exploitable
2897,CSRF,Low,67,Discovered,Verified
2898,Path Traversal,Medium,22,Discovered,Verified
2899,SQL Injection,Critical,45,Fixed,Fixed
2900,XSS,Medium,60,Verified,Exploitable
2901,Open Redirect,Medium,19,Fixed,Fixed
2902,Path Traversal,Low,76,Exploitable,Exploitable
2903,IDOR,Medium,16,Exploitable,Exploitable
2904,Path Traversal,Low,25,Exploitable,Fixed
2905,RCE,Critical,26,Discovered,Verified
2906,IDOR,Medium,40,Verified,Exploitable
2907,Misconfiguration,Low,97,Exploitable,Verified
2908,Misconfiguration,Medium,7,Fixed,Fixed
2909,IDOR,High,6,Fixed,Fixed
2910,CSRF,Critical,91,Fixed,Fixed
2911,Open Redirect,Low,56,Discovered,Verified
2912,RCE,High,45,Exploitable,Fixed
2913,Misconfiguration,Medium,52,Verified,Discovered
2914,XSS,Medium,4,Fixed,Fixed
2915,Misconfiguration,Medium,44,Discovered,Discovered
2916,Open Redirect,Low,66,Discovered,Verified
2917,Path Traversal,Low,89,Exploitable,Exploitable
2918,Open Redirect,Critical,14,Discovered,Verified
2919,Misconfiguration,Medium,1,Fixed,Fixed
2920,Open Redirect,Critical,78,Discovered,Verified
2921,IDOR,Medium,55,Fixed,Fixed
2922,CSRF,Critical,12,Discovered,Verified
2923,Open Redirect,High,6,Discovered,Verified
2924,Open Redirect,High,68,Fixed,Fixed
2925,Open Redirect,High,26,Discovered,Exploitable
2926,RCE,Low,77,Exploitable,Fixed
2927,Misconfiguration,High,46,Verified,Fixed
2928,Open Redirect,Low,32,Fixed,Fixed
2929,Path Traversal,Low,19,Exploitable,Verified
2930,Open Redirect,Medium,53,Exploitable,Fixed
2931,Path Traversal,High,69,Discovered,Verified
2932,RCE,Critical,37,Exploitable,Fixed
2933,XSS,Critical,4,Fixed,Fixed
2934,IDOR,High,65,Exploitable,Fixed
2935,RCE,Critical,44,Verified,Discovered
2936,Path Traversal,Critical,68,Exploitable,Exploitable
2937,XSS,Medium,19,Discovered,Verified
2938,Path Traversal,Medium,71,Fixed,Fixed
2939,Path Traversal,High,0,Verified,Exploitable
2940,Open Redirect,Critical,75,Verified,Verified
2941,Path Traversal,High,18,Exploitable,Fixed
2942,SQL Injection,Medium,45,Exploitable,Exploitable
2943,Misconfiguration,Low,84,Fixed,Fixed
2944,CSRF,Medium,46,Verified,Exploitable
2945,Misconfiguration,Medium,30,Verified,Verified
2946,IDOR,Low,65,Exploitable,Fixed
2947,IDOR,Critical,22,Verified,Fixed
2948,CSRF,Low,74,Verified,Exploitable
2949,Open Redirect,Critical,93,Discovered,Verified
2950,IDOR,High,37,Discovered,Discovered
2951,Path Traversal,High,27,Fixed,Fixed
2952,Path Traversal,Critical,49,Fixed,Fixed
2953,Open Redirect,Critical,60,Fixed,Fixed
2954,XSS,Critical,33,Discovered,Verified
2955,Misconfiguration,Low,34,Exploitable,Exploitable
2956,CSRF,High,67,Verified,Exploitable
2957,IDOR,Medium,46,Exploitable,Fixed
2958,Path Traversal,Medium,33,Discovered,Verified
2959,Misconfiguration,High,14,Verified,Verified
2960,Path Traversal,High,34,Exploitable,Fixed
2961,RCE,Low,15,Fixed,Fixed
2962,Path Traversal,Medium,59,Exploitable,Exploitable
2963,Misconfiguration,High,77,Verified,Exploitable
2964,CSRF,Critical,44,Fixed,Fixed
2965,CSRF,High,76,Exploitable,Fixed
2966,Path Traversal,Medium,55,Fixed,Fixed
2967,RCE,Low,65,Exploitable,Exploitable
2968,Path Traversal,Critical,8,Discovered,Fixed
2969,RCE,Critical,2,Verified,Verified
2970,XSS,Critical,89,Verified,Verified
2971,Misconfiguration,Low,58,Verified,Verified
2972,IDOR,Medium,60,Exploitable,Fixed
2973,IDOR,Critical,0,Discovered,Verified
2974,Path Traversal,Critical,62,Discovered,Verified
2975,SQL Injection,High,27,Exploitable,Fixed
2976,CSRF,Critical,29,Exploitable,Fixed
2977,Misconfiguration,Medium,30,Verified,Exploitable
2978,SQL Injection,Critical,73,Fixed,Fixed
2979,Path Traversal,Medium,85,Verified,Exploitable
2980,XSS,Low,83,Verified,Exploitable
2981,RCE,High,1,Verified,Exploitable
2982,Open Redirect,Medium,45,Exploitable,Fixed
2983,SQL Injection,Critical,23,Discovered,Verified
2984,RCE,High,67,Verified,Exploitable
2985,SQL Injection,Medium,68,Fixed,Fixed
2986,CSRF,High,0,Exploitable,Fixed
2987,Path Traversal,Low,82,Fixed,Fixed
2988,XSS,Medium,34,Verified,Exploitable
2989,CSRF,Medium,79,Verified,Verified
2990,Path Traversal,Critical,10,Exploitable,Fixed
2991,Misconfiguration,Critical,100,Discovered,Verified
2992,RCE,Critical,50,Verified,Exploitable
2993,RCE,Low,61,Verified,Fixed
2994,SQL Injection,Medium,46,Fixed,Exploitable
2995,RCE,Critical,73,Verified,Exploitable
2996,SQL Injection,High,67,Discovered,Verified
2997,CSRF,Medium,34,Verified,Exploitable
2998,Misconfiguration,Critical,46,Discovered,Exploitable
2999,Misconfiguration,Critical,3,Discovered,Verified
3000,Misconfiguration,Medium,15,Exploitable,Exploitable
3001,RCE,Medium,6,Exploitable,Exploitable
3002,Misconfiguration,Low,56,Verified,Exploitable
3003,CSRF,High,79,Discovered,Exploitable
3004,RCE,High,2,Exploitable,Exploitable
3005,Path Traversal,Medium,43,Discovered,Verified
3006,CSRF,Critical,2,Fixed,Fixed
3007,XSS,High,60,Verified,Exploitable
3008,Path Traversal,Critical,92,Discovered,Verified
3009,IDOR,High,13,Verified,Exploitable
3010,XSS,Low,21,Verified,Exploitable
3011,XSS,Critical,15,Discovered,Discovered
3012,Open Redirect,Medium,47,Exploitable,Exploitable
3013,Misconfiguration,Medium,36,Exploitable,Verified
3014,SQL Injection,Low,76,Exploitable,Exploitable
3015,Path Traversal,Medium,30,Exploitable,Fixed
3016,SQL Injection,Low,0,Exploitable,Exploitable
3017,Misconfiguration,High,18,Verified,Exploitable
3018,Path Traversal,Low,60,Discovered,Verified
3019,CSRF,Medium,89,Fixed,Fixed
3020,IDOR,Critical,68,Exploitable,Exploitable
3021,Path Traversal,Medium,65,Verified,Exploitable
3022,Path Traversal,Low,69,Exploitable,Exploitable
3023,Path Traversal,Critical,44,Exploitable,Exploitable
3024,RCE,Low,10,Exploitable,Exploitable
3025,Open Redirect,Medium,10,Exploitable,Fixed
3026,CSRF,Low,50,Discovered,Discovered
3027,CSRF,High,3,Fixed,Fixed
3028,Path Traversal,High,90,Discovered,Verified
3029,Misconfiguration,High,87,Fixed,Fixed
3030,XSS,Low,58,Discovered,Verified
3031,RCE,Low,6,Fixed,Fixed
3032,Path Traversal,High,52,Verified,Exploitable
3033,SQL Injection,Medium,86,Fixed,Fixed
3034,SQL Injection,Critical,80,Verified,Fixed
3035,Open Redirect,Medium,28,Exploitable,Exploitable
3036,RCE,Critical,56,Exploitable,Exploitable
3037,CSRF,Critical,52,Verified,Fixed
3038,Path Traversal,Low,98,Discovered,Verified
3039,RCE,High,100,Exploitable,Fixed
3040,Open Redirect,Critical,81,Verified,Discovered
3041,Path Traversal,Medium,19,Exploitable,Fixed
3042,CSRF,Low,23,Exploitable,Fixed
3043,SQL Injection,High,79,Exploitable,Verified
3044,Open Redirect,High,81,Exploitable,Fixed
3045,IDOR,High,78,Exploitable,Exploitable
3046,XSS,Critical,44,Verified,Exploitable
3047,Path Traversal,Critical,47,Exploitable,Fixed
3048,CSRF,Low,22,Verified,Exploitable
3049,Path Traversal,Low,43,Exploitable,Exploitable
3050,RCE,High,4,Fixed,Fixed
3051,Misconfiguration,Medium,46,Discovered,Verified
3052,RCE,Low,81,Verified,Verified
3053,Open Redirect,High,81,Verified,Exploitable
3054,RCE,Low,93,Fixed,Fixed
3055,XSS,Critical,89,Exploitable,Exploitable
3056,IDOR,Low,60,Exploitable,Fixed
3057,Open Redirect,Low,68,Fixed,Fixed
3058,RCE,High,88,Verified,Exploitable
3059,XSS,High,15,Discovered,Verified
3060,CSRF,Medium,40,Discovered,Verified
3061,RCE,Medium,52,Discovered,Verified
3062,Misconfiguration,Low,47,Discovered,Verified
3063,CSRF,High,18,Exploitable,Exploitable
3064,Misconfiguration,High,4,Verified,Exploitable
3065,SQL Injection,Low,76,Exploitable,Fixed
3066,IDOR,Critical,31,Verified,Exploitable
3067,IDOR,Low,34,Exploitable,Fixed
3068,Path Traversal,High,71,Discovered,Verified
3069,IDOR,Low,9,Verified,Verified
3070,Misconfiguration,Medium,50,Discovered,Verified
3071,RCE,Medium,46,Exploitable,Exploitable
3072,RCE,Low,12,Verified,Exploitable
3073,Open Redirect,Medium,93,Discovered,Verified
3074,Path Traversal,Critical,35,Fixed,Fixed
3075,Open Redirect,Low,53,Discovered,Verified
3076,RCE,Critical,87,Fixed,Fixed
3077,RCE,Critical,35,Fixed,Fixed
3078,CSRF,Medium,91,Discovered,Verified
3079,CSRF,High,80,Fixed,Fixed
3080,CSRF,Low,54,Exploitable,Exploitable
3081,XSS,Low,84,Discovered,Verified
3082,SQL Injection,Medium,76,Fixed,Exploitable
3083,IDOR,Low,24,Exploitable,Exploitable
3084,Path Traversal,Medium,36,Discovered,Exploitable
3085,Misconfiguration,Medium,22,Exploitable,Fixed
3086,CSRF,High,53,Fixed,Fixed
3087,Open Redirect,High,73,Discovered,Verified
3088,CSRF,High,41,Discovered,Verified
3089,XSS,High,89,Fixed,Fixed
3090,Misconfiguration,Medium,27,Discovered,Exploitable
3091,SQL Injection,High,25,Discovered,Fixed
3092,SQL Injection,Medium,84,Fixed,Fixed
3093,SQL Injection,Critical,42,Verified,Exploitable
3094,Misconfiguration,Critical,11,Verified,Fixed
3095,Path Traversal,High,44,Verified,Exploitable
3096,Misconfiguration,Low,24,Verified,Exploitable
3097,XSS,Critical,31,Verified,Exploitable
3098,SQL Injection,Low,63,Fixed,Fixed
3099,XSS,High,85,Exploitable,Exploitable
3100,IDOR,Low,26,Exploitable,Discovered
3101,Misconfiguration,Critical,49,Fixed,Fixed
3102,Misconfiguration,Low,58,Exploitable,Exploitable
3103,SQL Injection,Low,4,Exploitable,Exploitable
3104,Path Traversal,Medium,60,Fixed,Fixed
3105,Open Redirect,Low,52,Discovered,Verified
3106,XSS,Low,79,Exploitable,Fixed
3107,Open Redirect,Low,10,Discovered,Verified
3108,SQL Injection,High,26,Verified,Verified
3109,RCE,Medium,28,Verified,Exploitable
3110,Misconfiguration,Medium,74,Exploitable,Fixed
3111,CSRF,Critical,41,Discovered,Verified
3112,IDOR,Low,24,Fixed,Fixed
3113,XSS,Medium,46,Fixed,Fixed
3114,Open Redirect,Low,21,Discovered,Verified
3115,Misconfiguration,Critical,19,Verified,Exploitable
3116,Open Redirect,Critical,12,Fixed,Fixed
3117,Misconfiguration,Low,67,Exploitable,Exploitable
3118,Misconfiguration,Critical,95,Verified,Fixed
3119,Misconfiguration,Low,1,Verified,Verified
3120,Misconfiguration,Low,62,Fixed,Fixed
3121,IDOR,Medium,16,Fixed,Exploitable
3122,CSRF,Critical,38,Discovered,Verified
3123,SQL Injection,Low,69,Fixed,Fixed
3124,CSRF,Low,77,Exploitable,Fixed
3125,RCE,Critical,78,Fixed,Fixed
3126,Misconfiguration,Low,72,Exploitable,Exploitable
3127,SQL Injection,Medium,0,Discovered,Verified
3128,IDOR,Low,84,Fixed,Fixed
3129,IDOR,High,92,Discovered,Verified
3130,Open Redirect,Critical,93,Verified,Verified
3131,IDOR,Critical,14,Fixed,Fixed
3132,RCE,Medium,63,Exploitable,Exploitable
3133,IDOR,Medium,29,Discovered,Verified
3134,SQL Injection,Low,73,Fixed,Fixed
3135,CSRF,Critical,53,Exploitable,Exploitable
3136,Misconfiguration,Critical,85,Fixed,Fixed
3137,SQL Injection,High,27,Fixed,Fixed
3138,SQL Injection,Low,95,Verified,Exploitable
3139,Path Traversal,Critical,82,Fixed,Verified
3140,SQL Injection,High,86,Exploitable,Fixed
3141,Open Redirect,Medium,1,Discovered,Verified
3142,RCE,Low,51,Verified,Exploitable
3143,SQL Injection,High,12,Exploitable,Exploitable
3144,Path Traversal,High,37,Verified,Exploitable
3145,Path Traversal,Critical,37,Discovered,Discovered
3146,SQL Injection,High,31,Exploitable,Exploitable
3147,SQL Injection,Critical,59,Discovered,Verified
3148,CSRF,Medium,8,Exploitable,Exploitable
3149,IDOR,High,4,Verified,Discovered
3150,IDOR,Critical,22,Exploitable,Verified
3151,CSRF,Critical,62,Fixed,Fixed
3152,Open Redirect,Medium,67,Fixed,Fixed
3153,IDOR,High,24,Verified,Exploitable
3154,XSS,Low,8,Discovered,Discovered
3155,SQL Injection,Medium,32,Verified,Fixed
3156,Open Redirect,Critical,16,Discovered,Verified
3157,Path Traversal,High,5,Verified,Exploitable
3158,XSS,Critical,94,Verified,Exploitable
3159,SQL Injection,High,14,Fixed,Fixed
3160,CSRF,Critical,49,Fixed,Fixed
3161,XSS,High,64,Exploitable,Exploitable
3162,RCE,High,87,Verified,Verified
3163,RCE,Medium,69,Fixed,Fixed
3164,IDOR,High,79,Fixed,Verified
3165,CSRF,Medium,27,Discovered,Verified
3166,Path Traversal,Critical,80,Fixed,Fixed
3167,Open Redirect,High,6,Exploitable,Exploitable
3168,Misconfiguration,Critical,29,Verified,Exploitable
3169,SQL Injection,Low,73,Verified,Exploitable
3170,Path Traversal,High,24,Fixed,Fixed
3171,SQL Injection,Critical,43,Verified,Discovered
3172,Open Redirect,High,77,Exploitable,Exploitable
3173,SQL Injection,Medium,84,Fixed,Fixed
3174,Path Traversal,Critical,52,Verified,Exploitable
3175,RCE,Medium,53,Verified,Exploitable
3176,Open Redirect,Low,91,Discovered,Fixed
3177,IDOR,Low,65,Exploitable,Exploitable
3178,IDOR,High,75,Verified,Fixed
3179,Open Redirect,Medium,42,Exploitable,Verified
3180,Path Traversal,High,0,Fixed,Fixed
3181,IDOR,Medium,66,Fixed,Fixed
3182,SQL Injection,Medium,86,Fixed,Fixed
3183,IDOR,Critical,83,Discovered,Discovered
3184,Path Traversal,Critical,33,Fixed,Fixed
3185,Misconfiguration,Low,82,Discovered,Verified
3186,RCE,High,10,Fixed,Fixed
3187,Misconfiguration,Critical,87,Discovered,Verified
3188,XSS,Critical,96,Exploitable,Fixed
3189,XSS,High,100,Discovered,Exploitable
3190,RCE,Medium,3,Fixed,Fixed
3191,Open Redirect,Low,64,Discovered,Verified
3192,XSS,Critical,64,Fixed,Fixed
3193,CSRF,Critical,41,Fixed,Fixed
3194,Path Traversal,Medium,19,Discovered,Verified
3195,IDOR,Low,49,Discovered,Verified
3196,SQL Injection,Critical,98,Exploitable,Exploitable
3197,CSRF,Critical,59,Fixed,Exploitable
3198,CSRF,High,74,Fixed,Verified
3199,CSRF,Medium,48,Exploitable,Fixed
3200,Open Redirect,Medium,26,Discovered,Verified
3201,Open Redirect,Critical,32,Verified,Verified
3202,CSRF,Low,16,Fixed,Fixed
3203,SQL Injection,High,77,Fixed,Fixed
3204,Path Traversal,Medium,45,Verified,Exploitable
3205,CSRF,Critical,43,Discovered,Exploitable
3206,CSRF,High,35,Exploitable,Fixed
3207,XSS,Critical,99,Discovered,Verified
3208,CSRF,Low,34,Fixed,Fixed
3209,RCE,Critical,70,Fixed,Fixed
3210,XSS,Medium,57,Discovered,Verified
3211,IDOR,High,31,Discovered,Verified
3212,SQL Injection,Low,31,Fixed,Fixed
3213,CSRF,Medium,61,Verified,Exploitable
3214,Open Redirect,High,93,Discovered,Verified
3215,Path Traversal,High,10,Exploitable,Verified
3216,Open Redirect,High,66,Verified,Fixed
3217,Open Redirect,Low,83,Exploitable,Fixed
3218,CSRF,Medium,35,Discovered,Verified
3219,IDOR,Low,91,Verified,Exploitable
3220,Open Redirect,Low,7,Verified,Exploitable
3221,SQL Injection,Low,55,Fixed,Fixed
3222,XSS,High,15,Discovered,Verified
3223,RCE,Low,72,Fixed,Fixed
3224,Open Redirect,Low,4,Fixed,Fixed
3225,CSRF,High,98,Discovered,Verified
3226,RCE,Low,46,Fixed,Fixed
3227,Open Redirect,Critical,3,Fixed,Fixed
3228,CSRF,Critical,33,Discovered,Exploitable
3229,XSS,Medium,65,Fixed,Fixed
3230,Path Traversal,Low,33,Discovered,Discovered
3231,XSS,Low,84,Discovered,Verified
3232,Misconfiguration,High,65,Discovered,Verified
3233,XSS,Medium,64,Verified,Exploitable
3234,XSS,Critical,36,Exploitable,Exploitable
3235,IDOR,Critical,21,Fixed,Fixed
3236,SQL Injection,Low,86,Verified,Exploitable
3237,SQL Injection,Low,40,Fixed,Fixed
3238,RCE,Low,7,Verified,Exploitable
3239,Open Redirect,Medium,46,Exploitable,Verified
3240,IDOR,Medium,32,Exploitable,Exploitable
3241,Path Traversal,Critical,28,Discovered,Verified
3242,CSRF,Medium,23,Verified,Exploitable
3243,Path Traversal,High,60,Verified,Exploitable
3244,Path Traversal,Critical,87,Exploitable,Discovered
3245,Open Redirect,Medium,92,Verified,Exploitable
3246,CSRF,Medium,55,Verified,Exploitable
3247,Open Redirect,Low,75,Verified,Verified
3248,Misconfiguration,Low,39,Fixed,Fixed
3249,CSRF,Critical,53,Exploitable,Exploitable
3250,Open Redirect,Medium,64,Discovered,Verified
3251,CSRF,Medium,70,Verified,Exploitable
3252,SQL Injection,Low,64,Fixed,Fixed
3253,Path Traversal,Low,25,Verified,Exploitable
3254,Misconfiguration,Medium,73,Verified,Verified
3255,SQL Injection,Critical,28,Fixed,Fixed
3256,Open Redirect,Medium,57,Discovered,Verified
3257,Path Traversal,Medium,78,Fixed,Fixed
3258,XSS,Medium,66,Exploitable,Verified
3259,Open Redirect,Medium,24,Fixed,Fixed
3260,Misconfiguration,High,64,Discovered,Verified
3261,Open Redirect,Critical,96,Fixed,Fixed
3262,Path Traversal,Medium,53,Verified,Exploitable
3263,Path Traversal,Low,30,Discovered,Verified
3264,SQL Injection,Critical,51,Exploitable,Exploitable
3265,Misconfiguration,High,79,Exploitable,Fixed
3266,CSRF,High,65,Verified,Exploitable
3267,XSS,Medium,48,Verified,Fixed
3268,RCE,Low,77,Verified,Exploitable
3269,CSRF,Low,29,Verified,Exploitable
3270,IDOR,High,87,Exploitable,Exploitable
3271,Misconfiguration,Medium,80,Exploitable,Fixed
3272,Open Redirect,High,95,Verified,Exploitable
3273,RCE,Low,31,Verified,Exploitable
3274,Path Traversal,Low,50,Fixed,Fixed
3275,Misconfiguration,Critical,13,Exploitable,Exploitable
3276,Open Redirect,Medium,65,Verified,Fixed
3277,XSS,Medium,62,Discovered,Verified
3278,RCE,High,21,Fixed,Fixed
3279,Path Traversal,Critical,1,Exploitable,Exploitable
3280,CSRF,Medium,49,Verified,Fixed
3281,XSS,High,80,Discovered,Discovered
3282,Misconfiguration,Medium,31,Discovered,Verified
3283,CSRF,High,24,Verified,Verified
3284,Path Traversal,Low,1,Exploitable,Exploitable
3285,CSRF,Low,16,Fixed,Fixed
3286,Open Redirect,Low,65,Discovered,Verified
3287,XSS,Medium,59,Fixed,Fixed
3288,CSRF,Critical,95,Exploitable,Exploitable
3289,Misconfiguration,Low,65,Exploitable,Exploitable
3290,CSRF,Medium,54,Fixed,Fixed
3291,IDOR,High,20,Exploitable,Exploitable
3292,Misconfiguration,Low,38,Exploitable,Verified
3293,RCE,Low,75,Verified,Exploitable
3294,Path Traversal,High,66,Verified,Fixed
3295,RCE,Critical,42,Exploitable,Verified
3296,IDOR,Medium,14,Verified,Exploitable
3297,Path Traversal,Low,36,Discovered,Verified
3298,IDOR,Critical,88,Fixed,Fixed
3299,SQL Injection,Low,52,Exploitable,Fixed
3300,Path Traversal,High,37,Discovered,Verified
3301,Misconfiguration,Medium,2,Discovered,Verified
3302,Open Redirect,Low,87,Fixed,Fixed
3303,RCE,High,100,Exploitable,Exploitable
3304,SQL Injection,Medium,55,Discovered,Verified
3305,XSS,High,61,Fixed,Fixed
3306,SQL Injection,High,50,Fixed,Fixed
3307,Path Traversal,Medium,59,Exploitable,Exploitable
3308,Misconfiguration,Medium,53,Verified,Exploitable
3309,Misconfiguration,Critical,85,Discovered,Verified
3310,Path Traversal,Medium,13,Verified,Exploitable
3311,CSRF,Critical,40,Discovered,Verified
3312,RCE,Medium,24,Fixed,Fixed
3313,XSS,Low,99,Fixed,Fixed
3314,Path Traversal,Low,35,Exploitable,Fixed
3315,SQL Injection,Low,60,Exploitable,Exploitable
3316,Misconfiguration,High,11,Discovered,Verified
3317,Path Traversal,High,68,Fixed,Fixed
3318,CSRF,High,83,Exploitable,Verified
3319,Misconfiguration,High,82,Exploitable,Exploitable
3320,Path Traversal,Medium,48,Exploitable,Fixed
3321,Open Redirect,High,92,Verified,Exploitable
3322,SQL Injection,Low,16,Discovered,Verified
3323,Misconfiguration,Critical,88,Fixed,Fixed
3324,XSS,Medium,85,Verified,Exploitable
3325,Open Redirect,Medium,58,Exploitable,Fixed
3326,Misconfiguration,Critical,97,Fixed,Fixed
3327,Open Redirect,Critical,86,Exploitable,Fixed
3328,RCE,High,4,Verified,Exploitable
3329,IDOR,High,76,Exploitable,Exploitable
3330,SQL Injection,Low,49,Discovered,Verified
3331,RCE,Low,70,Verified,Verified
3332,CSRF,Medium,50,Verified,Exploitable
3333,XSS,High,74,Fixed,Fixed
3334,Open Redirect,Low,32,Verified,Exploitable
3335,SQL Injection,Medium,31,Discovered,Verified
3336,Path Traversal,Low,49,Exploitable,Exploitable
3337,IDOR,Low,29,Fixed,Fixed
3338,Open Redirect,Critical,86,Verified,Exploitable
3339,Open Redirect,Medium,2,Discovered,Exploitable
3340,Misconfiguration,Low,89,Fixed,Exploitable
3341,XSS,High,55,Fixed,Fixed
3342,RCE,Low,6,Discovered,Verified
3343,CSRF,Low,43,Exploitable,Exploitable
3344,Open Redirect,High,52,Exploitable,Exploitable
3345,Misconfiguration,High,52,Exploitable,Exploitable
3346,CSRF,Critical,65,Exploitable,Exploitable
3347,CSRF,Critical,50,Exploitable,Exploitable
3348,IDOR,Medium,13,Verified,Exploitable
3349,SQL Injection,High,45,Verified,Exploitable
3350,Path Traversal,Low,23,Verified,Exploitable
3351,XSS,Critical,46,Verified,Fixed
3352,IDOR,Low,84,Fixed,Fixed
3353,RCE,Medium,62,Discovered,Verified
3354,RCE,High,27,Exploitable,Fixed
3355,CSRF,High,87,Exploitable,Exploitable
3356,RCE,High,73,Fixed,Discovered
3357,CSRF,Medium,46,Discovered,Verified
3358,SQL Injection,Critical,62,Fixed,Fixed
3359,CSRF,Medium,62,Discovered,Verified
3360,Path Traversal,Medium,31,Exploitable,Exploitable
3361,Path Traversal,Critical,38,Fixed,Fixed
3362,SQL Injection,High,10,Fixed,Fixed
3363,Path Traversal,High,49,Verified,Exploitable
3364,SQL Injection,Low,65,Verified,Fixed
3365,CSRF,High,42,Exploitable,Fixed
3366,Misconfiguration,Medium,41,Exploitable,Fixed
3367,Misconfiguration,Critical,52,Discovered,Verified
3368,Misconfiguration,Low,44,Discovered,Verified
3369,XSS,High,38,Fixed,Fixed
3370,SQL Injection,High,59,Verified,Exploitable
3371,Misconfiguration,Medium,91,Exploitable,Exploitable
3372,XSS,High,1,Fixed,Fixed
3373,IDOR,Critical,71,Exploitable,Verified
3374,Misconfiguration,Medium,94,Fixed,Fixed
3375,IDOR,Low,5,Exploitable,Fixed
3376,Misconfiguration,High,41,Exploitable,Fixed
3377,Open Redirect,Low,76,Exploitable,Fixed
3378,CSRF,High,91,Fixed,Fixed
3379,Open Redirect,Low,98,Discovered,Verified
3380,RCE,Critical,25,Fixed,Fixed
3381,Misconfiguration,Low,5,Fixed,Fixed
3382,XSS,High,19,Verified,Verified
3383,Open Redirect,Low,7,Verified,Exploitable
3384,CSRF,High,74,Verified,Exploitable
3385,XSS,High,23,Exploitable,Exploitable
3386,Misconfiguration,Medium,8,Exploitable,Fixed
3387,XSS,Low,2,Discovered,Verified
3388,Misconfiguration,Critical,16,Discovered,Exploitable
3389,XSS,Critical,15,Verified,Fixed
3390,IDOR,Low,77,Discovered,Verified
3391,Misconfiguration,Medium,58,Fixed,Fixed
3392,Misconfiguration,High,26,Discovered,Fixed
3393,Path Traversal,High,95,Exploitable,Discovered
3394,RCE,High,91,Exploitable,Exploitable
3395,CSRF,Medium,21,Exploitable,Exploitable
3396,RCE,High,94,Fixed,Fixed
3397,CSRF,Medium,60,Discovered,Exploitable
3398,Path Traversal,High,14,Fixed,Fixed
3399,SQL Injection,Low,32,Exploitable,Fixed
3400,XSS,High,98,Exploitable,Exploitable
3401,Misconfiguration,High,98,Fixed,Fixed
3402,SQL Injection,Medium,74,Verified,Verified
3403,SQL Injection,High,32,Verified,Exploitable
3404,Open Redirect,Low,12,Exploitable,Exploitable
3405,Misconfiguration,Critical,94,Exploitable,Fixed
3406,XSS,Low,85,Exploitable,Verified
3407,Open Redirect,Low,4,Fixed,Fixed
